sliding
double
single
single
rotating
single
single
single
single
single
double
double
double
single
single
rotating
double
double
double
double
double
single
single
double
single
double
double
double
double
rotating
double
single
single
double
double
sliding
double
rotating
single
double
single
single
single
sliding
double
double
double
single
double
single
single
double
double
double
double
double
single
single
double
single
double
single
single
double
double
double
double
single
double
double
double
double
double
single
double
double
double
sliding
double
single
single
single
single
double
double
double
single
sliding
double
double
double
double
double
double
single
sliding
sliding
sliding
double
single
